school_name,grade,average_math_level,average_ela_level,district,lat,long,city,zip,grade_low,grade_high,econ_need_index,perc_ell,perc_asian,perc_black,perc_hispanic,perc_white,perc_attendance,perc_chron_absent,perc_rigorous_instruction,perc_collaborative_teachers,perc_supportive_environment,perc_effective_leadership,perc_community_ties,perc_trust,grades,n_grades,in_manhattan
I.S. 024 Myra S. Barnes,7,2.403755868544601,2.5488372093023255,31,40.54549,-74.145558,STATEN ISLAND,10308,06,08,0.254,2,3,1,12,83,94,15,90,90,82,83,73,89,"06,07,08",3,No
I.S. 024 Myra S. Barnes,8,1.7911646586345382,2.589622641509434,31,40.54549,-74.145558,STATEN ISLAND,10308,06,08,0.254,2,3,1,12,83,94,15,90,90,82,83,73,89,"06,07,08",3,No
P.S. 026 The Carteret School,3,3.076923076923077,2.576923076923077,31,40.591546,-74.190093,STATEN ISLAND,10314,0K,05,0.392,9,8,4,34,51,95,10,99,99,97,94,89,99,"0K,01,02,03,04,05",6,No
P.S. 026 The Carteret School,4,2.2083333333333335,2.0833333333333335,31,40.591546,-74.190093,STATEN ISLAND,10314,0K,05,0.392,9,8,4,34,51,95,10,99,99,97,94,89,99,"0K,01,02,03,04,05",6,No
P.S. 026 The Carteret School,5,2.1818181818181817,1.9565217391304348,31,40.591546,-74.190093,STATEN ISLAND,10314,0K,05,0.392,9,8,4,34,51,95,10,99,99,97,94,89,99,"0K,01,02,03,04,05",6,No
I.S. 027 Anning S. Prall,6,2.167192429022082,2.1320754716981134,31,40.628291,-74.117818,STATEN ISLAND,10310,06,08,0.557,5,10,24,40,25,92,26,84,87,79,75,69,86,"06,07,08",3,No
I.S. 027 Anning S. Prall,7,2.0059880239520957,2.355223880597015,31,40.628291,-74.117818,STATEN ISLAND,10310,06,08,0.557,5,10,24,40,25,92,26,84,87,79,75,69,86,"06,07,08",3,No
I.S. 027 Anning S. Prall,8,1.5387596899224807,2.4157303370786516,31,40.628291,-74.117818,STATEN ISLAND,10310,06,08,0.557,5,10,24,40,25,92,26,84,87,79,75,69,86,"06,07,08",3,No
The Eagle Academy for Young Men of Staten Island,6,1.8225806451612903,1.7575757575757576,31,40.620443,-74.080695,STATEN ISLAND,10304,06,08,0.705,3,9,52,31,7,92,23,93,87,91,90,87,91,"06,07,08",3,No
The Eagle Academy for Young Men of Staten Island,7,1.8392857142857142,2.107142857142857,31,40.620443,-74.080695,STATEN ISLAND,10304,06,08,0.705,3,9,52,31,7,92,23,93,87,91,90,87,91,"06,07,08",3,No
P.S. 029 Bardwell,3,2.5984848484848486,2.450381679389313,31,40.614039,-74.116197,STATEN ISLAND,10314,PK,05,0.347,3,16,9,22,52,95,10,94,95,97,88,97,96,"PK,0K,01,02,03,04,05",7,No
P.S. 029 Bardwell,4,2.6796875,2.671875,31,40.614039,-74.116197,STATEN ISLAND,10314,PK,05,0.347,3,16,9,22,52,95,10,94,95,97,88,97,96,"PK,0K,01,02,03,04,05",7,No
P.S. 029 Bardwell,5,2.6984126984126986,2.880952380952381,31,40.614039,-74.116197,STATEN ISLAND,10314,PK,05,0.347,3,16,9,22,52,95,10,94,95,97,88,97,96,"PK,0K,01,02,03,04,05",7,No
P.S. 030 Westerleigh,3,2.6666666666666665,2.5826771653543306,31,40.618097,-74.13308,STATEN ISLAND,10314,0K,05,0.31,6,6,2,23,66,94,14,95,97,96,89,84,96,"0K,01,02,03,04,05",6,No
P.S. 030 Westerleigh,4,2.8333333333333335,2.6228070175438596,31,40.618097,-74.13308,STATEN ISLAND,10314,0K,05,0.31,6,6,2,23,66,94,14,95,97,96,89,84,96,"0K,01,02,03,04,05",6,No
P.S. 030 Westerleigh,5,2.5772357723577235,2.598360655737705,31,40.618097,-74.13308,STATEN ISLAND,10314,0K,05,0.31,6,6,2,23,66,94,14,95,97,96,89,84,96,"0K,01,02,03,04,05",6,No
P.S. 031 William T. Davis,3,1.5934065934065933,1.6043956043956045,31,40.64209,-74.08542,STATEN ISLAND,10301,PK,05,0.902,4,0,52,39,4,90,41,89,90,89,78,85,93,"PK,0K,01,02,03,04,05",7,No
P.S. 031 William T. Davis,4,1.564516129032258,1.6612903225806452,31,40.64209,-74.08542,STATEN ISLAND,10301,PK,05,0.902,4,0,52,39,4,90,41,89,90,89,78,85,93,"PK,0K,01,02,03,04,05",7,No
P.S. 031 William T. Davis,5,1.3692307692307693,1.476923076923077,31,40.64209,-74.08542,STATEN ISLAND,10301,PK,05,0.902,4,0,52,39,4,90,41,89,90,89,78,85,93,"PK,0K,01,02,03,04,05",7,No
P.S. 032 The Gifford School,3,2.9313725490196076,2.5544554455445545,31,40.5579,-74.1554,STATEN ISLAND,10308,PK,05,0.243,2,3,1,17,78,95,13,88,90,93,83,86,90,"PK,0K,01,02,03,04,05",7,No
P.S. 032 The Gifford School,4,2.6470588235294117,2.715686274509804,31,40.5579,-74.1554,STATEN ISLAND,10308,PK,05,0.243,2,3,1,17,78,95,13,88,90,93,83,86,90,"PK,0K,01,02,03,04,05",7,No
P.S. 032 The Gifford School,5,2.5391304347826087,2.4786324786324787,31,40.5579,-74.1554,STATEN ISLAND,10308,PK,05,0.243,2,3,1,17,78,95,13,88,90,93,83,86,90,"PK,0K,01,02,03,04,05",7,No
I.S. 034 Tottenville,6,2.7032967032967035,2.5434782608695654,31,40.5083,-74.2434,STATEN ISLAND,10307,06,08,0.225,1,4,0,11,85,93,22,90,85,84,78,72,87,"06,07,08",3,No
I.S. 034 Tottenville,7,2.61624649859944,2.581967213114754,31,40.5083,-74.2434,STATEN ISLAND,10307,06,08,0.225,1,4,0,11,85,93,22,90,85,84,78,72,87,"06,07,08",3,No
I.S. 034 Tottenville,8,2.7329376854599405,2.693877551020408,31,40.5083,-74.2434,STATEN ISLAND,10307,06,08,0.225,1,4,0,11,85,93,22,90,85,84,78,72,87,"06,07,08",3,No
P.S. 35 The Clove Valley School,3,3.2205882352941178,3.1739130434782608,31,40.613548,-74.098994,STATEN ISLAND,10301,0K,05,0.319,3,6,9,24,57,94,14,99,96,99,85,87,96,"0K,01,02,03,04,05",6,No
P.S. 35 The Clove Valley School,4,3.0392156862745097,3.28,31,40.613548,-74.098994,STATEN ISLAND,10301,0K,05,0.319,3,6,9,24,57,94,14,99,96,99,85,87,96,"0K,01,02,03,04,05",6,No
P.S. 35 The Clove Valley School,5,2.9827586206896552,3.017543859649123,31,40.613548,-74.098994,STATEN ISLAND,10301,0K,05,0.319,3,6,9,24,57,94,14,99,96,99,85,87,96,"0K,01,02,03,04,05",6,No
P.S. 036 J. C. Drumgoole,3,2.7816901408450705,2.832167832167832,31,40.543433,-74.182548,STATEN ISLAND,10312,PK,05,0.173,2,6,0,12,81,95,8,89,85,91,69,84,83,"PK,0K,01,02,03,04,05",7,No
P.S. 036 J. C. Drumgoole,4,2.5970149253731343,2.887218045112782,31,40.543433,-74.182548,STATEN ISLAND,10312,PK,05,0.173,2,6,0,12,81,95,8,89,85,91,69,84,83,"PK,0K,01,02,03,04,05",7,No
P.S. 036 J. C. Drumgoole,5,2.8553459119496853,2.729559748427673,31,40.543433,-74.182548,STATEN ISLAND,10312,PK,05,0.173,2,6,0,12,81,95,8,89,85,91,69,84,83,"PK,0K,01,02,03,04,05",7,No
P.S. 038 George Cromwell,3,2.48,2.5918367346938775,31,40.574799,-74.099409,STATEN ISLAND,10306,PK,05,0.538,15,8,2,33,55,95,16,98,92,96,84,82,90,"PK,0K,01,02,03,04,05",7,No
P.S. 038 George Cromwell,4,2.6166666666666667,2.75,31,40.574799,-74.099409,STATEN ISLAND,10306,PK,05,0.538,15,8,2,33,55,95,16,98,92,96,84,82,90,"PK,0K,01,02,03,04,05",7,No
P.S. 038 George Cromwell,5,2.5555555555555554,2.3333333333333335,31,40.574799,-74.099409,STATEN ISLAND,10306,PK,05,0.538,15,8,2,33,55,95,16,98,92,96,84,82,90,"PK,0K,01,02,03,04,05",7,No
P.S. 39 Francis J. Murphy Jr.,3,2.0384615384615383,2.2337662337662336,31,40.597824,-74.07061,STATEN ISLAND,10305,PK,05,0.562,11,14,5,32,47,94,19,97,93,97,85,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 39 Francis J. Murphy Jr.,4,2.097826086956522,2.3777777777777778,31,40.597824,-74.07061,STATEN ISLAND,10305,PK,05,0.562,11,14,5,32,47,94,19,97,93,97,85,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 39 Francis J. Murphy Jr.,5,2.2054794520547945,2.013888888888889,31,40.597824,-74.07061,STATEN ISLAND,10305,PK,05,0.562,11,14,5,32,47,94,19,97,93,97,85,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 042 Eltingville,3,2.6739130434782608,2.54014598540146,31,40.552213,-74.169038,STATEN ISLAND,10312,PK,05,0.249,3,5,1,14,80,95,13,96,95,97,84,86,96,"PK,0K,01,02,03,04,05",7,No
P.S. 042 Eltingville,4,2.6027397260273974,2.7222222222222223,31,40.552213,-74.169038,STATEN ISLAND,10312,PK,05,0.249,3,5,1,14,80,95,13,96,95,97,84,86,96,"PK,0K,01,02,03,04,05",7,No
P.S. 042 Eltingville,5,2.629032258064516,2.5725806451612905,31,40.552213,-74.169038,STATEN ISLAND,10312,PK,05,0.249,3,5,1,14,80,95,13,96,95,97,84,86,96,"PK,0K,01,02,03,04,05",7,No
P.S. 044 Thomas C. Brown,3,1.1654676258992807,1.4964028776978417,31,40.631689,-74.157303,STATEN ISLAND,10303,PK,05,0.834,7,3,39,52,2,91,37,89,85,87,72,81,90,"PK,0K,01,02,03,04,05",7,No
P.S. 044 Thomas C. Brown,4,1.4814814814814814,1.6390977443609023,31,40.631689,-74.157303,STATEN ISLAND,10303,PK,05,0.834,7,3,39,52,2,91,37,89,85,87,72,81,90,"PK,0K,01,02,03,04,05",7,No
P.S. 044 Thomas C. Brown,5,1.5642857142857143,1.5827338129496402,31,40.631689,-74.157303,STATEN ISLAND,10303,PK,05,0.834,7,3,39,52,2,91,37,89,85,87,72,81,90,"PK,0K,01,02,03,04,05",7,No
P.S. 045 John Tyler,3,1.8819444444444444,1.9930555555555556,31,40.628419,-74.107537,STATEN ISLAND,10310,PK,05,0.635,5,5,17,47,27,93,21,91,87,88,79,88,88,"PK,0K,01,02,03,04,05",7,No
P.S. 045 John Tyler,4,2.085714285714286,2.2554744525547443,31,40.628419,-74.107537,STATEN ISLAND,10310,PK,05,0.635,5,5,17,47,27,93,21,91,87,88,79,88,88,"PK,0K,01,02,03,04,05",7,No
P.S. 045 John Tyler,5,2.1984126984126986,2.4881889763779528,31,40.628419,-74.107537,STATEN ISLAND,10310,PK,05,0.635,5,5,17,47,27,93,21,91,87,88,79,88,88,"PK,0K,01,02,03,04,05",7,No
P.S. 046 Albert V. Maniscalco,3,2.36734693877551,2.0625,31,40.594455,-74.080829,STATEN ISLAND,10305,PK,05,0.659,9,10,15,39,35,92,27,94,93,96,87,84,98,"PK,0K,01,02,03,04,05",7,No
P.S. 046 Albert V. Maniscalco,4,1.8125,2.0434782608695654,31,40.594455,-74.080829,STATEN ISLAND,10305,PK,05,0.659,9,10,15,39,35,92,27,94,93,96,87,84,98,"PK,0K,01,02,03,04,05",7,No
P.S. 046 Albert V. Maniscalco,5,1.9534883720930232,1.930232558139535,31,40.594455,-74.080829,STATEN ISLAND,10305,PK,05,0.659,9,10,15,39,35,92,27,94,93,96,87,84,98,"PK,0K,01,02,03,04,05",7,No
P.S. 048 William G. Wilcox,3,2.8469387755102042,2.8350515463917527,31,40.603492,-74.091239,STATEN ISLAND,10304,PK,05,0.334,6,17,4,18,59,95,10,94,93,88,92,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 048 William G. Wilcox,4,2.9741379310344827,3.0258620689655173,31,40.603492,-74.091239,STATEN ISLAND,10304,PK,05,0.334,6,17,4,18,59,95,10,94,93,88,92,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 048 William G. Wilcox,5,2.857142857142857,2.9523809523809526,31,40.603492,-74.091239,STATEN ISLAND,10304,PK,05,0.334,6,17,4,18,59,95,10,94,93,88,92,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 048 William G. Wilcox,6,3.0661157024793386,2.778688524590164,31,40.603492,-74.091239,STATEN ISLAND,10304,PK,05,0.334,6,17,4,18,59,95,10,94,93,88,92,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 048 William G. Wilcox,7,2.7111111111111112,2.588888888888889,31,40.603492,-74.091239,STATEN ISLAND,10304,PK,05,0.334,6,17,4,18,59,95,10,94,93,88,92,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 048 William G. Wilcox,8,2.8452380952380953,2.9879518072289155,31,40.603492,-74.091239,STATEN ISLAND,10304,PK,05,0.334,6,17,4,18,59,95,10,94,93,88,92,87,94,"PK,0K,01,02,03,04,05",7,No
I.S. 49 Berta A. Dreyfus,6,1.4426877470355732,1.8032786885245902,31,40.620443,-74.080695,STATEN ISLAND,10304,06,08,0.745,10,11,35,41,12,91,30,81,80,82,69,68,84,"06,07,08",3,No
I.S. 49 Berta A. Dreyfus,7,1.5708502024291497,1.7679324894514767,31,40.620443,-74.080695,STATEN ISLAND,10304,06,08,0.745,10,11,35,41,12,91,30,81,80,82,69,68,84,"06,07,08",3,No
I.S. 49 Berta A. Dreyfus,8,1.3201754385964912,1.961977186311787,31,40.620443,-74.080695,STATEN ISLAND,10304,06,08,0.745,10,11,35,41,12,91,30,81,80,82,69,68,84,"06,07,08",3,No
P.S. 050 Frank Hankinson,3,3.1635220125786163,2.7468354430379747,31,40.560954,-74.124332,STATEN ISLAND,10306,PK,05,0.234,3,9,3,15,71,95,11,96,95,97,90,86,96,"PK,0K,01,02,03,04,05",7,No
P.S. 050 Frank Hankinson,4,3.265734265734266,3.198581560283688,31,40.560954,-74.124332,STATEN ISLAND,10306,PK,05,0.234,3,9,3,15,71,95,11,96,95,97,90,86,96,"PK,0K,01,02,03,04,05",7,No
P.S. 050 Frank Hankinson,5,3.028985507246377,2.795620437956204,31,40.560954,-74.124332,STATEN ISLAND,10306,PK,05,0.234,3,9,3,15,71,95,11,96,95,97,90,86,96,"PK,0K,01,02,03,04,05",7,No
I.S. 051 Edwin Markham,6,1.938618925831202,1.91,31,40.623077,-74.145522,STATEN ISLAND,10302,06,SE,0.604,8,6,22,44,27,91,29,85,86,80,80,77,88,"06,07,08,SE",4,No
I.S. 051 Edwin Markham,7,1.770949720670391,1.9441489361702127,31,40.623077,-74.145522,STATEN ISLAND,10302,06,SE,0.604,8,6,22,44,27,91,29,85,86,80,80,77,88,"06,07,08,SE",4,No
I.S. 051 Edwin Markham,8,1.7045454545454546,2.039719626168224,31,40.623077,-74.145522,STATEN ISLAND,10302,06,SE,0.604,8,6,22,44,27,91,29,85,86,80,80,77,88,"06,07,08,SE",4,No
P.S. 052 John C. Thompson,3,2.873015873015873,2.4918032786885247,31,40.58255,-74.089012,STATEN ISLAND,10305,PK,05,0.398,12,10,1,20,68,94,17,93,93,94,85,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 052 John C. Thompson,4,2.6219512195121952,2.7160493827160495,31,40.58255,-74.089012,STATEN ISLAND,10305,PK,05,0.398,12,10,1,20,68,94,17,93,93,94,85,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 052 John C. Thompson,5,2.2650602409638556,2.0864197530864197,31,40.58255,-74.089012,STATEN ISLAND,10305,PK,05,0.398,12,10,1,20,68,94,17,93,93,94,85,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 054 Charles W. Leng,3,2.601769911504425,2.4285714285714284,31,40.602779,-74.137259,STATEN ISLAND,10314,PK,05,0.439,8,32,6,24,36,94,16,90,82,92,67,82,85,"PK,0K,01,02,03,04,05",7,No
P.S. 054 Charles W. Leng,4,2.819672131147541,2.652892561983471,31,40.602779,-74.137259,STATEN ISLAND,10314,PK,05,0.439,8,32,6,24,36,94,16,90,82,92,67,82,85,"PK,0K,01,02,03,04,05",7,No
P.S. 054 Charles W. Leng,5,2.617391304347826,2.391304347826087,31,40.602779,-74.137259,STATEN ISLAND,10314,PK,05,0.439,8,32,6,24,36,94,16,90,82,92,67,82,85,"PK,0K,01,02,03,04,05",7,No
P.S. 055 Henry M. Boehm,3,2.8679245283018866,2.7264150943396226,31,40.536625,-74.163037,STATEN ISLAND,10312,PK,05,0.278,2,2,0,11,85,95,11,95,91,89,80,86,90,"PK,0K,01,02,03,04,05",7,No
P.S. 055 Henry M. Boehm,4,2.42,2.623762376237624,31,40.536625,-74.163037,STATEN ISLAND,10312,PK,05,0.278,2,2,0,11,85,95,11,95,91,89,80,86,90,"PK,0K,01,02,03,04,05",7,No
P.S. 055 Henry M. Boehm,5,2.163265306122449,2.4646464646464645,31,40.536625,-74.163037,STATEN ISLAND,10312,PK,05,0.278,2,2,0,11,85,95,11,95,91,89,80,86,90,"PK,0K,01,02,03,04,05",7,No
P.S. 56 The Louis Desario School,3,2.8620689655172415,2.836206896551724,31,40.541856,-74.213943,STATEN ISLAND,10309,PK,05,0.25,1,4,1,13,81,94,12,93,89,93,73,82,88,"PK,0K,01,02,03,04,05",7,No
P.S. 56 The Louis Desario School,4,2.63953488372093,3.0113636363636362,31,40.541856,-74.213943,STATEN ISLAND,10309,PK,05,0.25,1,4,1,13,81,94,12,93,89,93,73,82,88,"PK,0K,01,02,03,04,05",7,No
P.S. 56 The Louis Desario School,5,2.5701754385964914,2.652173913043478,31,40.541856,-74.213943,STATEN ISLAND,10309,PK,05,0.25,1,4,1,13,81,94,12,93,89,93,73,82,88,"PK,0K,01,02,03,04,05",7,No
P.S. 057 Hubert H. Humphrey,3,1.8571428571428572,1.8272727272727274,31,40.611136,-74.083799,STATEN ISLAND,10304,PK,05,0.845,8,4,53,34,7,90,36,92,91,89,82,84,94,"PK,0K,01,02,03,04,05",7,No
P.S. 057 Hubert H. Humphrey,4,1.7946428571428572,1.7837837837837838,31,40.611136,-74.083799,STATEN ISLAND,10304,PK,05,0.845,8,4,53,34,7,90,36,92,91,89,82,84,94,"PK,0K,01,02,03,04,05",7,No
P.S. 057 Hubert H. Humphrey,5,1.4895833333333333,1.8125,31,40.611136,-74.083799,STATEN ISLAND,10304,PK,05,0.845,8,4,53,34,7,90,36,92,91,89,82,84,94,"PK,0K,01,02,03,04,05",7,No
Space Shuttle Columbia School,3,2.2735042735042734,2.393162393162393,31,40.582791,-74.160867,STATEN ISLAND,10314,PK,05,0.357,5,14,6,25,53,94,16,96,97,94,88,81,97,"PK,0K,01,02,03,04,05",7,No
Space Shuttle Columbia School,4,2.129496402877698,2.426470588235294,31,40.582791,-74.160867,STATEN ISLAND,10314,PK,05,0.357,5,14,6,25,53,94,16,96,97,94,88,81,97,"PK,0K,01,02,03,04,05",7,No
Space Shuttle Columbia School,5,2.1550387596899223,2.3923076923076922,31,40.582791,-74.160867,STATEN ISLAND,10314,PK,05,0.357,5,14,6,25,53,94,16,96,97,94,88,81,97,"PK,0K,01,02,03,04,05",7,No
P.S. 060 Alice Austen,3,1.9323308270676691,2.312977099236641,31,40.610604,-74.162634,STATEN ISLAND,10314,PK,SE,0.356,4,11,4,26,56,95,10,85,84,91,78,84,88,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 060 Alice Austen,4,2.3776223776223775,2.5602836879432624,31,40.610604,-74.162634,STATEN ISLAND,10314,PK,SE,0.356,4,11,4,26,56,95,10,85,84,91,78,84,88,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 060 Alice Austen,5,2.090909090909091,2.3636363636363638,31,40.610604,-74.162634,STATEN ISLAND,10314,PK,SE,0.356,4,11,4,26,56,95,10,85,84,91,78,84,88,"PK,0K,01,02,03,04,05,SE",8,No
I.S. 061 William A Morris,6,1.725,1.886153846153846,31,40.634497,-74.097941,STATEN ISLAND,10301,06,08,0.717,9,5,34,44,16,91,29,81,85,81,75,74,86,"06,07,08",3,No
I.S. 061 William A Morris,7,1.5526315789473684,1.9891891891891893,31,40.634497,-74.097941,STATEN ISLAND,10301,06,08,0.717,9,5,34,44,16,91,29,81,85,81,75,74,86,"06,07,08",3,No
I.S. 061 William A Morris,8,1.4148148148148147,2.1135135135135137,31,40.634497,-74.097941,STATEN ISLAND,10301,06,08,0.717,9,5,34,44,16,91,29,81,85,81,75,74,86,"06,07,08",3,No
Marsh Avenue School for Expeditionary Learning,6,2.723926380368098,2.654320987654321,31,40.581958,-74.159343,STATEN ISLAND,10314,06,08,0.317,0,10,7,20,62,95,10,94,88,90,85,76,86,"06,07,08",3,No
Marsh Avenue School for Expeditionary Learning,7,2.6666666666666665,2.58955223880597,31,40.581958,-74.159343,STATEN ISLAND,10314,06,08,0.317,0,10,7,20,62,95,10,94,88,90,85,76,86,"06,07,08",3,No
Marsh Avenue School for Expeditionary Learning,8,2.536082474226804,2.876923076923077,31,40.581958,-74.159343,STATEN ISLAND,10314,06,08,0.317,0,10,7,20,62,95,10,94,88,90,85,76,86,"06,07,08",3,No
P.S. 65 The Academy of Innovative Learning,3,2.873015873015873,2.5396825396825395,31,40.633666,-74.078337,STATEN ISLAND,10301,PK,05,0.503,3,4,22,41,27,95,12,98,97,98,90,89,97,"PK,0K,01,02,03,04,05",7,No
P.S. 65 The Academy of Innovative Learning,4,2.8636363636363638,2.9545454545454546,31,40.633666,-74.078337,STATEN ISLAND,10301,PK,05,0.503,3,4,22,41,27,95,12,98,97,98,90,89,97,"PK,0K,01,02,03,04,05",7,No
P.S. 65 The Academy of Innovative Learning,5,2.2241379310344827,2.293103448275862,31,40.633666,-74.078337,STATEN ISLAND,10301,PK,05,0.503,3,4,22,41,27,95,12,98,97,98,90,89,97,"PK,0K,01,02,03,04,05",7,No
P.S. 069 Daniel D. Tompkins,3,2.5849056603773586,2.5443037974683542,31,40.59148,-74.157327,STATEN ISLAND,10314,0K,05,0.371,5,14,3,22,59,95,12,98,94,96,86,82,92,"0K,01,02,03,04,05",6,No
P.S. 069 Daniel D. Tompkins,4,2.6792452830188678,2.5786163522012577,31,40.59148,-74.157327,STATEN ISLAND,10314,0K,05,0.371,5,14,3,22,59,95,12,98,94,96,86,82,92,"0K,01,02,03,04,05",6,No
P.S. 069 Daniel D. Tompkins,5,2.535211267605634,2.3049645390070923,31,40.59148,-74.157327,STATEN ISLAND,10314,0K,05,0.371,5,14,3,22,59,95,12,98,94,96,86,82,92,"0K,01,02,03,04,05",6,No
I.S. 072 Rocco Laurie,6,2.416475972540046,2.3493150684931505,31,40.592132,-74.158618,STATEN ISLAND,10314,06,08,0.366,4,20,5,24,50,94,17,89,93,86,87,69,93,"06,07,08",3,No
I.S. 072 Rocco Laurie,7,2.2443324937027707,2.3523573200992556,31,40.592132,-74.158618,STATEN ISLAND,10314,06,08,0.366,4,20,5,24,50,94,17,89,93,86,87,69,93,"06,07,08",3,No
I.S. 072 Rocco Laurie,8,2.2022160664819945,2.5272727272727273,31,40.592132,-74.158618,STATEN ISLAND,10314,06,08,0.366,4,20,5,24,50,94,17,89,93,86,87,69,93,"06,07,08",3,No
I.S. 075 Frank D. Paulo,6,2.886934673366834,2.6893939393939394,31,40.544535,-74.197033,STATEN ISLAND,10312,06,08,0.207,1,9,1,10,79,95,12,92,94,85,90,74,92,"06,07,08",3,No
I.S. 075 Frank D. Paulo,7,2.757201646090535,2.5934959349593494,31,40.544535,-74.197033,STATEN ISLAND,10312,06,08,0.207,1,9,1,10,79,95,12,92,94,85,90,74,92,"06,07,08",3,No
I.S. 075 Frank D. Paulo,8,2.3099041533546325,2.727272727272727,31,40.544535,-74.197033,STATEN ISLAND,10312,06,08,0.207,1,9,1,10,79,95,12,92,94,85,90,74,92,"06,07,08",3,No
The Michael J. Petrides School,3,2.6823529411764704,2.788235294117647,31,40.607637,-74.105883,STATEN ISLAND,10301,0K,12,0.366,1,8,20,22,48,95,10,93,92,87,90,80,92,"0K,01,02,03,04,05,06,07,08,09,10,11,12",13,No
The Michael J. Petrides School,4,2.40625,2.3229166666666665,31,40.607637,-74.105883,STATEN ISLAND,10301,0K,12,0.366,1,8,20,22,48,95,10,93,92,87,90,80,92,"0K,01,02,03,04,05,06,07,08,09,10,11,12",13,No
The Michael J. Petrides School,5,2.330188679245283,2.0,31,40.607637,-74.105883,STATEN ISLAND,10301,0K,12,0.366,1,8,20,22,48,95,10,93,92,87,90,80,92,"0K,01,02,03,04,05,06,07,08,09,10,11,12",13,No
The Michael J. Petrides School,6,2.217821782178218,2.3168316831683167,31,40.607637,-74.105883,STATEN ISLAND,10301,0K,12,0.366,1,8,20,22,48,95,10,93,92,87,90,80,92,"0K,01,02,03,04,05,06,07,08,09,10,11,12",13,No
The Michael J. Petrides School,7,2.438202247191011,2.522222222222222,31,40.607637,-74.105883,STATEN ISLAND,10301,0K,12,0.366,1,8,20,22,48,95,10,93,92,87,90,80,92,"0K,01,02,03,04,05,06,07,08,09,10,11,12",13,No
The Michael J. Petrides School,8,2.260869565217391,2.5824175824175826,31,40.607637,-74.105883,STATEN ISLAND,10301,0K,12,0.366,1,8,20,22,48,95,10,93,92,87,90,80,92,"0K,01,02,03,04,05,06,07,08,09,10,11,12",13,No
Staten Island School of Civic Leadership,3,2.5408163265306123,2.96,31,40.62031,-74.164427,STATEN ISLAND,10314,PK,08,0.569,4,12,21,41,23,94,17,94,91,85,82,81,90,"PK,0K,01,02,03,04,05,06,07,08",10,No
Staten Island School of Civic Leadership,4,2.66,2.6262626262626263,31,40.62031,-74.164427,STATEN ISLAND,10314,PK,08,0.569,4,12,21,41,23,94,17,94,91,85,82,81,90,"PK,0K,01,02,03,04,05,06,07,08",10,No
Staten Island School of Civic Leadership,5,2.716417910447761,2.4393939393939394,31,40.62031,-74.164427,STATEN ISLAND,10314,PK,08,0.569,4,12,21,41,23,94,17,94,91,85,82,81,90,"PK,0K,01,02,03,04,05,06,07,08",10,No
Staten Island School of Civic Leadership,6,2.46,2.34,31,40.62031,-74.164427,STATEN ISLAND,10314,PK,08,0.569,4,12,21,41,23,94,17,94,91,85,82,81,90,"PK,0K,01,02,03,04,05,06,07,08",10,No
Staten Island School of Civic Leadership,7,2.5643564356435644,2.4653465346534653,31,40.62031,-74.164427,STATEN ISLAND,10314,PK,08,0.569,4,12,21,41,23,94,17,94,91,85,82,81,90,"PK,0K,01,02,03,04,05,06,07,08",10,No
Staten Island School of Civic Leadership,8,2.336734693877551,2.7473684210526317,31,40.62031,-74.164427,STATEN ISLAND,10314,PK,08,0.569,4,12,21,41,23,94,17,94,91,85,82,81,90,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S./I.S. 045 Horace E. Greene,3,1.8764044943820224,2.0224719101123596,32,40.686424,-73.91043,BROOKLYN,11207,PK,05,0.824,14,2,48,47,1,90,37,90,89,95,78,85,94,"PK,0K,01,02,03,04,05",7,No
P.S./I.S. 045 Horace E. Greene,4,2.12,2.0,32,40.686424,-73.91043,BROOKLYN,11207,PK,05,0.824,14,2,48,47,1,90,37,90,89,95,78,85,94,"PK,0K,01,02,03,04,05",7,No
P.S./I.S. 045 Horace E. Greene,5,1.4166666666666667,1.9036144578313252,32,40.686424,-73.91043,BROOKLYN,11207,PK,05,0.824,14,2,48,47,1,90,37,90,89,95,78,85,94,"PK,0K,01,02,03,04,05",7,No
P.S./I.S. 045 Horace E. Greene,6,2.3793103448275863,2.0344827586206895,32,40.686424,-73.91043,BROOKLYN,11207,PK,05,0.824,14,2,48,47,1,90,37,90,89,95,78,85,94,"PK,0K,01,02,03,04,05",7,No
P.S./I.S. 045 Horace E. Greene,7,1.7571428571428571,2.1176470588235294,32,40.686424,-73.91043,BROOKLYN,11207,PK,05,0.824,14,2,48,47,1,90,37,90,89,95,78,85,94,"PK,0K,01,02,03,04,05",7,No
